Word//word combination,Sentiment scores,,,,,,,,Average sentiment score,Notes
мат,-2,-1,-1,-2,-2,-2,-2,-1,"-1,63",
математик,0,1,1,1,,,,1,"0,80",
математика,0,0,-2,0,1,-2,-2,1,"-0,50",
математичний,0,1,1,0,,,,1,"0,60",
материк,1,0,1,0,1,1,1,1,"0,75",
материковий,0,0,1,0,,,,1,"0,40",
материнство,1,0,2,1,1,1,2,2,"1,25",
материнський,1,1,2,2,,,,2,"1,60",
матеріал,0,1,0,1,1,1,0,1,"0,63",
матеріалізація ,2,0,1,0,,,,1,"0,80",
матеріалізуватися,0,0,1,0,,,,1,"0,40",
матеріаліст,-1,0,1,1,,,,0,"0,20",
матеріальний,0,-2,1,0,1,1,1,-1,"0,13",
матерія,0,0,0,1,,,,1,"0,40",
мати,1,1,1,1,1,1,1,1,"1,00",
мати,1,1,0,2,1,1,2,2,"1,25",
матір,1,2,2,2,2,2,2,2,"1,88",
матрац,1,0,0,1,1,1,0,1,"0,63",
матриця,2,0,0,1,2,0,0,1,"0,75",
матріархат,1,0,1,0,1,1,1,-1,"0,50",
матрьошка,0,0,0,0,,,,-1,"-0,20",
матуся,1,1,1,2,,,,2,"1,40",пестл. до мати
матч,0,0,0,1,1,1,0,1,"0,50",
МАУ,1,0,1,1,1,1,1,1,"0,88",
мафіозі,-2,-2,-2,-2,,,,-2,"-2,00",
мафія,-2,-2,-2,-2,,,,-2,"-2,00",
мах,0,0,0,0,,,,-1,"-0,20",
махінатор,-2,-1,-2,-2,,,,-2,"-1,80",
махінація,-2,-2,-2,-2,-2,-2,-2,-2,"-2,00",
махнути,0,0,-1,0,,,,-1,"-0,40",
мачо,-1,1,0,1,,,,0,"0,20",
машина,2,2,1,2,2,1,2,2,"1,75",
машинка,0,1,1,1,,,,1,"0,80",зменш.-пестл. до машина
машинний ,1,1,1,0,,,,1,"0,80",
машинобудування,2,1,2,2,1,1,1,2,"1,50",
маяк,1,0,1,0,2,1,0,1,"0,75",
Маямі,0,0,1,1,,,,1,"0,60",
маячок,0,1,0,1,,,,-1,"0,20",
МВС,1,1,0,1,1,0,1,1,"0,75",
МВФ,-2,0,1,2,,,,1,"0,40",
меблевий,0,0,1,1,,,,1,"0,60",
меблі,0,0,1,0,1,1,2,2,"0,88",
мегаполіс,2,1,1,1,1,1,0,-1,"0,75",
мегаструктура,0,0,1,0,,,,1,"0,40",
мед,-1,1,1,2,1,1,2,2,"1,13",
медаліст,1,1,1,1,,,,1,"1,00",
медаль,2,1,1,1,1,1,2,1,"1,25",
медвисновок,1,0,0,1,0,1,1,1,"0,63",
медзаклад,1,1,2,1,,,,2,"1,40",
медик,-2,0,2,1,1,1,-2,2,"0,38",
медикамент,2,1,0,0,,,,-1,"0,40",
медикаментозний,-1,0,0,0,,,,-1,"-0,40",
медико-санітарний,-1,0,0,0,,,,-1,"-0,40",
медитативний,1,2,0,0,2,0,1,1,"0,88",
медитація,0,2,1,2,1,1,1,1,"1,13",
медитувати,2,0,1,1,,,,1,"1,00",
медицина,1,2,1,1,1,-2,-1,2,"0,63",
медичний,1,-2,-2,-1,1,1,2,2,"0,25",
медіа,-1,-2,1,0,1,-2,-1,1,"-0,38",
медіаграмотність,1,2,0,1,2,0,2,2,"1,25",
медіакомпанія,0,0,1,1,,,,1,"0,60",
медіаорганізація,0,0,1,1,,,,1,"0,60",
медіапростір,0,0,1,1,,,,1,"0,60",
медіатор,2,0,0,1,0,0,0,0,"0,38",
медіахолдінг,-2,-1,0,-1,-1,0,0,1,"-0,50",
медіація,0,0,1,0,,,,1,"0,40",
медійний,1,1,0,1,,,,-1,"0,40",
медійність,2,2,0,-1,,,,0,"0,60",
медіум,1,0,0,-1,0,0,1,0,"0,13",
медовий,2,2,1,2,,,,2,"1,80",
медперсонал,1,0,1,2,,,,2,"1,20",
медпрацівник,-2,0,1,2,,,,2,"0,60",
медреформа,-2,-1,-2,-2,-1,-2,-2,0,"-1,50",
медсестра,1,1,2,2,,,,2,"1,60",
медуза,0,0,0,0,,,,-1,"-0,20",
медустанова,1,0,0,-2,0,1,2,1,"0,38",
межа,0,-1,-1,0,0,0,0,-1,"-0,38",
мейкап,1,0,0,2,0,-1,0,0,"0,25",
Мексика,1,0,0,2,0,0,1,1,"0,63",
мексиканець,0,1,1,1,1,1,0,1,"0,75",власна вставка
мексиканський,0,0,1,0,,,,1,"0,40",
мексиканці,0,1,1,1,1,1,0,1,"0,75",власна вставка
меланін,0,0,1,0,,,,1,"0,40",
меланома,0,-1,-2,0,,,,-2,"-1,00",
меланхолійний,-1,-1,-1,-1,,,,-2,"-1,20",
меланхолік,2,0,-1,-1,0,-1,-2,-2,"-0,63",
меланхолія,-1,-2,-1,-2,,,,-1,"-1,40",
мелатонін,0,1,0,0,,,,0,"0,20",
мелірування,1,0,0,2,0,-1,0,0,"0,25",
меліса,2,0,1,2,0,1,2,1,"1,13",
Мелітополь,0,1,0,0,0,0,0,1,"0,25",власна вставка
мелодичний,2,1,1,2,1,1,1,2,"1,38",
мелодія ,1,0,2,1,2,2,1,1,"1,25",
мелодрама,-1,-2,1,-1,-1,1,0,-1,"-0,50",
меломан,0,0,1,0,,,,0,"0,20",
мем ,2,1,0,0,1,-1,0,0,"0,38",
мембрана,0,0,1,0,,,,1,"0,40",
меморандум,1,0,0,1,0,0,2,2,"0,75",
меморіал,1,0,1,1,0,1,1,1,"0,75",
меморіальний,0,1,0,0,,,,0,"0,20",
менеджер,0,0,1,1,1,2,0,1,"0,75",
менеджмент,0,1,1,0,1,0,1,0,"0,50",
менопауза,-2,-1,-2,-2,-1,0,-1,0,"-1,13",
мент,-1,-2,-1,-1,-2,0,-2,-1,"-1,25",сленг 
менталітет,0,1,1,0,1,1,0,1,"0,63",
ментальний,0,2,0,1,1,0,1,2,"0,88",
ментальність,0,0,1,1,0,0,1,2,"0,63",
ментор,0,0,1,1,1,0,1,1,"0,63",
менше,-1,-1,0,-1,,,,-1,"-0,80",
менший,-1,-1,-1,0,-1,-1,0,-1,"-0,75",
меншина,1,1,0,0,1,0,-1,0,"0,25",
меншовик,-1,-2,0,1,-2,0,0,0,"-0,50",
меню,0,2,0,1,1,2,1,0,"0,88",
мер,-1,-1,1,1,-1,-1,-1,0,"-0,38",
мережа,1,1,1,1,1,2,1,0,"1,00",
мереживний,1,2,0,0,,,,1,"0,80",
мереживо,1,0,0,2,1,1,1,1,"0,88",
мерехтіння,0,0,-1,2,0,0,-1,-1,"-0,13",
мерзенний,-1,0,-1,-2,,,,-2,"-1,20",
мерзлота,-1,0,-2,-1,,,,-1,"-1,00",
мерзнути,-2,-1,-1,-2,-2,-1,-2,-2,"-1,63",
мерзота,-2,-2,-2,-2,-2,-2,-2,-2,"-2,00",
мерія,0,0,-1,1,,,,1,"0,20",
меркантильний,2,-2,-1,0,,,,-1,"-0,40",
Меркурій,0,0,1,0,,,,1,"0,40",
Мерседес,1,1,2,2,1,1,1,1,"1,25",
мертвецький,0,-1,-2,-2,,,,-2,"-1,40",
мертвий,-2,-2,-2,-2,-2,-2,-2,-2,"-2,00",
меса,1,0,1,0,1,0,0,0,"0,38",вокальний або вокально-інструментальний жанр духовної музики
меседж,0,0,0,1,1,1,0,0,"0,38",
месенджер,1,1,1,1,2,2,2,0,"1,25",
месник,1,0,1,2,1,1,-2,-2,"0,25",
мета,1,2,1,1,1,2,2,2,"1,50",
метаболізм,0,0,1,0,,,,1,"0,40",
метал,0,0,0,0,1,0,0,1,"0,25",
металевий,0,0,0,1,,,,2,"0,60",
металіка,2,2,1,2,1,0,0,0,"1,00",
металург,0,1,1,1,,,,1,"0,80",
металургія,1,2,1,1,,,,2,"1,40",власна вставка
метаморфоза,0,0,1,0,,,,1,"0,40",
метання,0,0,-1,-1,0,0,1,-1,"-0,25",
метелик,0,1,1,0,1,2,1,2,"1,00",
метеорит,-1,0,0,-1,-1,0,-1,-1,"-0,63",
метеорологічний,0,0,1,0,,,,1,"0,40",
метеорологія,0,1,0,0,,,,1,"0,40",власна вставка
метод,0,1,1,1,1,1,1,1,"0,88",
методика,1,1,0,1,1,1,0,0,"0,63",
методологічність,0,0,0,1,,,,0,"0,20",
методологія,0,1,2,0,,,,0,"0,60",
метр,0,2,0,0,0,0,0,1,"0,38",
метро,0,0,1,1,,,,2,"0,80",
метрополітен,1,0,1,1,1,1,1,2,"1,00",
метушливий,-1,-1,-2,-1,,,,-1,"-1,20",
метушня,-1,-1,-2,-2,,,,-2,"-1,60",
механізм,0,1,1,0,1,1,0,1,"0,63",
механік,0,1,1,1,,,,1,"0,80",
механіка,0,0,0,1,,,,1,"0,40",
механічний,0,0,0,0,,,,2,"0,40",
Мехіко,0,1,1,1,1,1,0,1,"0,75",власна вставка
меценат,1,0,1,2,,,,2,"1,20",
меч,1,0,0,-1,0,-1,0,-2,"-0,38",
мешканець,0,1,0,0,1,1,0,2,"0,63",
мешканка,0,1,2,1,,,,2,"1,20",фемінітив
мешкати,0,0,1,0,0,0,1,2,"0,50",
МЗС,1,-2,1,0,,,,2,"0,40",
мигдаль,0,1,2,0,1,2,2,0,"1,00",
Миколаїв,0,1,1,2,2,0,0,1,"0,88",власна вставка
миколаївський,0,1,1,1,2,0,0,1,"0,75",власна вставка
Миколаївщина,0,2,2,1,1,0,0,1,"0,88",власна вставка
милий,2,2,1,2,2,2,1,2,"1,75",
мило,1,0,1,1,1,0,1,2,"0,88",
мило,1,0,1,0,2,0,0,1,"0,63","приємно, привабливо, симпатично"
милозвучність,2,1,1,2,,,,2,"1,60",
милосердя,1,2,2,2,2,2,1,2,"1,75",власна вставка
милуватися,1,1,1,2,,,,2,"1,40",
мильний,0,0,0,1,,,,0,"0,20",
миля ,0,1,1,0,,,,1,"0,60",
мимовільність,0,0,-1,0,,,,-1,"-0,40",
минати,0,0,-1,0,,,,-2,"-0,60",
минуле,-1,-1,1,-1,-1,1,-2,-1,"-0,63",
минулий,-1,-1,-1,-1,0,0,0,-2,"-0,75",
минулорічний,0,0,1,1,0,-1,1,-1,"0,13",
минути,-1,0,-2,-1,,,,-1,"-1,00",
мир,2,1,2,2,2,2,2,2,"1,88",
миритися,2,2,2,2,2,1,2,2,"1,88",
мирно,1,2,2,2,,,,1,"1,60",
миска,0,0,0,1,0,0,1,1,"0,38",
мислення,2,1,1,1,1,1,1,2,"1,25",
мисливець,0,0,-2,-1,-1,-2,-1,-1,"-1,00",
мисливський,0,1,-2,-1,,,,-1,"-0,60",
мислитель,1,2,1,1,0,0,1,2,"1,00",
мислити,0,0,1,1,,,,2,"0,80",
мистецтво,1,2,2,1,1,2,1,2,"1,50",
мистецький,1,1,2,1,,,,2,"1,40",
митець,1,2,1,2,,,,2,"1,60",
мити,0,1,2,0,0,0,0,0,"0,38",
митися,0,1,1,2,,,,2,"1,20",
митний,0,1,0,0,,,,1,"0,40",
митниця,0,-1,-1,0,0,-1,0,1,"-0,25",
мито,-2,0,-1,0,0,-1,0,-1,"-0,63",
митрополит,1,0,1,-1,1,1,0,1,"0,50",
миттєвий,1,0,2,0,0,1,0,0,"0,50",
миттєвість,0,0,-1,0,,,,-1,"-0,40",
миття,0,0,0,0,,,,2,"0,40",
мить,0,0,0,0,0,1,0,1,"0,25",
миша,-1,-1,-1,1,,,,-2,"-0,80",
мишка,1,0,0,1,0,-1,0,1,"0,25",зменш.-пестл. до миша
мігрант,0,0,0,-1,,,,-1,"-0,40",
міграційний,-2,0,0,-1,,,,-1,"-0,80",
мігрень,-2,-1,-1,-1,,,,-2,"-1,40",
мідія ,1,-1,-2,1,2,0,0,0,"0,13",
міжгалактичний ,1,0,0,0,,,,1,"0,40",
міждержавний,0,0,0,1,,,,2,"0,60",
міжзоряний,0,0,0,1,,,,1,"0,40",
міжнародний,2,1,1,2,2,1,1,2,"1,50",
міжнародність,0,1,2,1,,,,2,"1,20",
міжурядовий,0,0,0,1,0,0,1,1,"0,38",
мізерний,-1,-2,-2,-2,0,-2,0,-1,"-1,25",
мізерність,-2,-1,-2,-2,,,,-2,"-1,80",
мізогінія,-2,-2,-2,-1,-2,-1,-1,-2,"-1,63",ненависть чи огида до жінок або дівчат
мікроб,-2,-2,-1,-2,-1,-2,-1,-2,"-1,63",
мікробізнес,1,1,0,1,0,0,0,1,"0,50",
мікроблогер,1,0,0,-2,0,0,0,0,"-0,13",
мікроелемент,0,0,0,1,0,1,1,1,"0,50",
мікроменеджмент,0,0,0,1,0,0,0,1,"0,25",
мікроорганізм,1,0,0,1,0,0,1,1,"0,50",
мікрорайон,0,1,1,0,,,,1,"0,60",
мікросвіт,0,1,0,0,,,,1,"0,40",
мікроскоп,2,0,1,1,1,1,2,2,"1,25",
мікроскопічний,0,0,0,1,,,,0,"0,20",
мікрофлора,1,0,0,1,0,0,1,2,"0,63",
мікрофон,0,1,0,0,,,,1,"0,40",
мікс ,1,0,0,2,0,0,0,1,"0,50",
міксувати,1,0,0,2,0,0,0,0,"0,38",
Міку Хатсуне,2,1,1,0,1,0,0,0,"0,63",віртуальна японська співачка
Мілан,0,0,1,1,,,,1,"0,60",
міліти,0,-1,-1,-1,-2,0,0,-1,"-0,75",власна вставка
міліція,-1,0,-2,-2,0,0,-1,1,"-0,63",
мілкий,-1,0,-1,0,,,,-1,"-0,60",
мілко,0,-1,-2,0,0,0,0,-1,"-0,50",власна вставка
мільйон,0,1,2,2,0,0,0,1,"0,75",
мільйонер,1,0,0,1,2,0,0,1,"0,63",
мільйонний,0,0,1,0,,,,1,"0,40",
мільярд,0,0,1,1,,,,1,"0,60",
мільярдер,0,1,0,2,,,,1,"0,80",
міміка,1,0,0,2,0,0,0,1,"0,50",
Мін'юст,1,0,-1,0,0,-1,0,2,"0,13",
міна ,-2,-1,-2,-2,-2,-1,-2,-2,"-1,75",
Мінагрополітики,0,0,0,1,0,0,1,1,"0,38",
мінерал,0,0,0,1,0,1,1,1,"0,50",
мінеральний,0,1,1,0,,,,1,"0,60",
міні-серіал,0,-1,0,1,,,,1,"0,20",
міні-спідниця,0,1,0,-1,,,,-1,"-0,20",
мінімалізм,1,0,1,0,,,,1,"0,60",
мінімалістичний,1,0,1,0,,,,1,"0,60",
мінімальний,-1,0,-1,1,-1,0,0,-1,"-0,38",
мінімізовувати,1,0,0,2,,,,1,"0,80",
мінімізувати,-1,1,0,0,0,-1,0,2,"0,13",
мінімум,1,1,-1,0,-2,1,-1,-1,"-0,25",
міністерка,2,-1,0,2,,,,1,"0,80",фемінітив
міністерство,-1,-1,-1,-1,1,1,-1,2,"-0,13",
міністр,-2,0,-1,-1,-1,1,1,2,"-0,13",
мінливий,-2,-1,0,-1,-1,0,-2,-2,"-1,13",
мінний,-2,-1,-2,-2,,,,-2,"-1,80",прикм. до міна
Міноборони,-2,-2,-1,0,-1,-2,0,-1,"-1,13",
міномет,-2,-2,-1,-2,-2,-2,-2,-2,"-1,88",
Міносвіти,-1,0,0,0,0,0,1,2,"0,25",
Мінськ,-1,-1,-1,1,-1,0,1,1,"-0,13",
мінський,-1,0,0,1,,,,1,"0,20",
мінус,-1,0,-1,-2,0,0,-1,-1,"-0,75",
Мінфін,-1,0,0,1,0,0,1,1,"0,25",
Мінцифри,0,0,0,-1,0,0,0,0,"-0,13",
міняти,0,0,-1,0,,,,-1,"-0,40",
міра,0,0,1,1,0,1,0,1,"0,50",
міріади,0,0,0,1,,,,0,"0,20",
мірка,0,0,0,0,0,1,0,1,"0,25",
міркування,0,1,0,2,1,1,0,2,"0,88",
мірошник,0,-2,-1,1,0,1,0,0,"-0,13",
міс,1,1,1,2,,,,1,"1,20",
місія,2,1,1,0,1,1,1,1,"1,00",
міст,0,0,2,0,1,1,0,1,"0,63",
містечко,0,1,1,0,,,,1,"0,60",
містика,-1,1,-1,-1,1,1,-1,-1,"-0,25",
містити,1,1,0,1,1,0,0,1,"0,63",
міститися,1,0,0,0,,,,1,"0,40",
містичний,0,0,-1,0,,,,-1,"-0,40",
місткість,1,0,0,1,0,1,0,1,"0,50",
місто,2,1,1,1,1,1,2,1,"1,25",
містобудівний,0,0,1,0,,,,1,"0,40",
містобудування,2,1,2,2,1,0,1,2,"1,38",
містянин,0,0,1,1,0,0,1,1,"0,50",
місце,0,2,1,1,0,1,0,1,"0,75",
місцевий,0,2,1,0,0,0,0,2,"0,63",2 значення: прикм. та імен.
місцевість,0,1,0,0,0,0,0,1,"0,25",
місцезнаходження,0,0,1,0,,,,1,"0,40",
міський,1,0,0,0,0,0,0,2,"0,38",
міськрада,1,0,1,0,0,0,2,1,"0,63",
місяць,1,1,1,1,1,2,1,0,"1,00",2 значення: загальна та власна назви
місячний ,0,0,1,0,,,,1,"0,40",
міт,-1,1,0,0,,,,-1,"-0,20",
мітинг,-1,-1,-2,-2,0,-2,-2,-1,"-1,38",
мітка,0,0,0,-1,0,0,0,0,"-0,13",
мітохондрія,1,0,1,-1,0,0,0,0,"0,13",
міф,-1,-1,-2,1,-1,-1,1,-1,"-0,63",
міфічний,1,1,1,0,,,,0,"0,60",
міфологічний,0,0,1,1,,,,1,"0,60",
міфологія,2,1,1,1,1,0,0,0,"0,75",
міхур,0,0,-1,1,0,0,1,0,"0,13",
міцний,2,1,-1,2,1,1,2,2,"1,25",
міцність,1,1,1,2,,,,2,"1,40",
міцніти ,2,0,2,1,,,,2,"1,40",
мішень,-1,-1,0,0,,,,-2,"-0,80",
мішок,0,0,0,0,,,,1,"0,20",
Міядзакі,2,2,1,1,2,0,0,0,"1,00",Хаяо Міядзакі
МКП,0,0,0,1,0,1,1,1,"0,50",
млин,0,1,1,1,,,,1,"0,80",
млинець,2,1,1,2,1,1,1,1,"1,25",
млосний,-2,-1,-1,-1,-1,-1,-2,-2,"-1,38",
млявість,-1,-1,-2,-2,,,,-2,"-1,60",
множення,0,0,1,1,0,1,1,0,"0,50",
мобілізаційний,-2,1,0,0,,,,-1,"-0,40",
мобілізація,0,-1,1,-1,-1,1,-1,-1,"-0,38",
мобілізовувати,0,1,-1,0,,,,-2,"-0,40",
мобілізувати,0,1,-1,-1,,,,-2,"-0,60",
мобільний,1,2,1,1,2,1,2,2,"1,50",
мобільність ,2,1,1,0,,,,2,"1,20",
мова,2,2,2,2,1,1,2,2,"1,75",
моветон,-2,-2,-2,-2,-2,0,-2,-1,"-1,63",
мовець,0,1,1,0,,,,1,"0,60",
мовити,1,1,1,1,1,1,2,1,"1,13",
мовлення,1,0,2,1,,,,2,"1,20",
мовляти,0,0,1,1,,,,1,"0,60",
мовний,0,0,1,1,,,,1,"0,60",
мовчання,0,0,1,1,1,2,1,-1,"0,63",
мовчати,0,0,0,-1,,,,-1,"-0,40",
могила,-2,0,-1,-2,-1,-2,-2,-2,"-1,50",
могти,1,1,1,1,1,2,1,1,"1,13",
могутній,2,2,1,2,,,,2,"1,80",
мода,1,1,1,2,1,1,2,1,"1,25",
модель,0,1,2,1,1,1,-1,1,"0,75",2 значення імен.
модельєр,0,1,1,1,,,,1,"0,80",
модельний,0,1,1,0,,,,1,"0,60",
моделювання,1,1,1,0,0,0,1,1,"0,63",
модератор,0,0,1,0,0,1,0,0,"0,25",
модерн,2,0,1,1,1,0,1,2,"1,00",
модернізація,2,2,1,1,1,0,1,2,"1,25",
модифікований,0,-1,1,-1,,,,-2,"-0,60",
модифікувати,2,1,1,0,,,,-2,"0,40",
модний,1,1,1,1,0,1,2,2,"1,13",
модник,2,1,1,1,,,,1,"1,20",
модно,0,1,1,0,,,,2,"0,80",
модуль,0,0,0,0,0,1,0,1,"0,25",
можливий,0,-1,0,1,1,1,2,2,"0,75",
можливість,2,2,2,1,1,2,1,2,"1,63",
можливо,0,1,0,1,0,0,0,1,"0,38",
можна,2,0,1,2,1,1,0,1,"1,00",
МОЗ,-2,-2,-1,0,-1,1,-1,2,"-0,50",
мозабіцький,0,-1,0,0,0,0,0,0,"-0,13",власна вставка
мозаїка,2,0,1,2,1,0,1,0,"0,88",
мозамбієць,0,0,0,0,0,0,0,1,"0,13",власна вставка
Мозамбік,0,0,0,0,0,0,0,1,"0,13",власна вставка
мозковий,0,1,1,1,,,,1,"0,80",
мозок,2,1,2,1,1,1,1,2,"1,38",
МОК,0,0,0,1,1,1,1,2,"0,75",
мокасіни,0,0,1,2,-1,1,0,0,"0,38",
мокрий,-2,-1,-1,-2,-1,-1,-1,-2,"-1,38",
мокрота,-2,-2,-1,-2,0,-1,-2,-1,"-1,38",
молдавани,0,-1,-1,-2,2,0,0,1,"-0,13",власна вставка
молдаванин,-1,0,0,0,,,,0,"-0,20",
молдавський,0,1,0,0,0,0,0,1,"0,25",власна вставка
Молдова,0,0,0,1,0,0,1,1,"0,38",
молекула,0,0,0,1,1,1,1,1,"0,63",
молекулярний,0,0,1,0,1,0,2,1,"0,63",
молитва,0,-1,2,2,0,1,2,2,"1,00",
молитися,0,1,1,0,,,,2,"0,80",
молодець,1,2,1,2,2,2,1,2,"1,63",
молодий,1,1,1,2,1,1,2,2,"1,38",
молодик,0,0,1,1,,,,1,"0,60",
молодіжний,1,1,1,2,1,1,1,2,"1,25",
молодість,1,2,1,2,1,1,2,2,"1,50",
молодшати,1,1,2,1,,,,2,"1,40",
молодь,1,2,2,1,2,1,2,2,"1,63",
молодята,1,1,1,1,0,1,2,1,"1,00",
молоко,1,2,-1,1,0,0,0,1,"0,50",
молоток,0,0,0,1,1,1,1,-1,"0,38",
молочний,0,0,0,0,0,1,1,1,"0,38",
молочнокислий,0,0,1,1,1,1,1,1,"0,75",
молюск,0,1,1,0,,,,1,"0,60",
момент,2,2,1,2,1,1,1,1,"1,38",
моментально,0,0,1,1,,,,-1,"0,20",
МОН ,0,0,0,-1,1,1,1,2,"0,50",
Монако,0,2,2,2,2,2,2,1,"1,63",власна вставка
монарх,1,1,0,0,,,,1,"0,60",
монархіст,-1,-1,0,-1,0,-1,-1,-1,"-0,75",
монархія,-1,-1,-1,-2,0,-1,1,-1,"-0,75",
монастир,0,0,0,1,,,,2,"0,60",
Монатік,-1,0,-2,0,1,1,2,1,"0,25",Дмитро Монатік
монгол,0,-2,-2,-2,0,0,0,1,"-0,63",власна вставка
монголи,0,-2,-2,-2,0,0,0,1,"-0,63",власна вставка
Монголія,0,-2,-2,-2,1,0,0,1,"-0,50",власна вставка
монгольський,0,-2,-2,-2,0,0,0,1,"-0,63",власна вставка
монета,0,0,1,0,1,2,0,1,"0,63",
монетизація,0,0,1,1,,,,-1,"0,20",
монітор,0,0,1,0,1,2,1,1,"0,75",
моніторинг,0,0,-1,-1,0,1,-1,1,"-0,13",
моніторити,1,0,1,1,,,,1,"0,80",
монобільшість,-1,0,-1,0,-2,-1,0,-1,"-0,75",
монографія,0,0,0,1,,,,0,"0,20",
монолітний,-1,-1,1,0,2,1,1,0,"0,38",
монолог,0,0,0,1,0,1,1,1,"0,50",
монополія ,-1,-1,0,-1,-2,-1,-1,-2,"-1,13",
монотонність,-1,-1,0,-1,-2,0,0,-2,"-0,88",
монстр,-2,0,-2,-1,,,,-2,"-1,40",
монтаж,1,0,0,0,0,1,1,1,"0,50",
Монтевідео,0,2,0,0,0,0,0,1,"0,38",власна вставка
монтування,0,1,1,0,,,,1,"0,60",
монтувати,0,1,1,1,,,,1,"0,80",
МОП,0,0,0,1,1,1,1,2,"0,75",
мопед,0,0,1,-1,1,1,1,-2,"0,13",
мораліст,-1,-1,-2,0,-1,-1,1,0,"-0,63",
мораль,2,2,1,1,2,1,1,2,"1,50",
моральний,0,1,1,1,1,-1,1,2,"0,75",
мораторій,1,0,1,-1,1,-1,-1,-1,"-0,13",
морг,-2,-2,-2,-2,,,,-2,"-2,00",
море,1,1,2,2,1,2,1,2,"1,50",2 значення: ім. та числ.
мореплавний,1,0,1,1,1,1,1,1,"0,88",
мореплавство,1,1,1,1,1,1,1,1,"1,00",
морепродукти,0,1,1,1,1,2,1,1,"1,00",
морж,0,0,1,1,1,1,1,1,"0,75",
морква,0,0,2,0,1,1,0,1,"0,63",
мороз,1,-1,-1,-2,-1,-1,-2,-2,"-1,13",
морозиво,0,1,0,2,,,,1,"0,80",
морозити,0,-1,-1,-1,,,,-2,"-1,00",
морочити,-2,-1,-1,-2,-1,-1,-2,-2,"-1,50",
морський,2,0,0,0,,,,2,"0,80",
морщитися,-1,-1,-1,-2,-1,-1,-2,-1,"-1,25",
моряк,1,2,1,1,0,1,1,1,"1,00",
Москва,1,-1,-1,-1,-2,-2,0,-1,"-0,88",
москітний,0,0,1,-2,0,0,0,0,"-0,13",
московський,-1,0,0,0,,,,-2,"-0,60",
мотив,0,1,-1,0,1,2,1,-1,"0,38",
мотиватор,2,0,1,1,,,,1,"1,00",
мотиваційний,2,2,0,2,,,,2,"1,60",
мотивація,2,2,1,1,2,1,1,1,"1,38",
мотивувати,2,2,1,1,,,,2,"1,60",
мотлох,-2,-2,1,-2,-1,-1,-2,-2,"-1,38",
мотоблок,1,0,1,1,0,1,0,0,"0,50",
мотор ,1,0,1,1,0,0,1,1,"0,63",
моторика,1,0,1,1,0,0,1,1,"0,63",
моторний ,2,1,2,1,,,,1,"1,40",
моторошний,-1,-1,-2,-2,-2,-2,-2,-2,"-1,75",
моторошно,-2,-1,-1,-1,,,,-2,"-1,40",
мотоцикл,0,0,1,0,1,1,0,-1,"0,25",
моцарела,1,0,1,2,1,1,1,1,"1,00",
мочити,-2,-1,-2,0,,,,-1,"-1,20",
мошка,-1,-1,-1,-2,-1,-1,-1,-1,"-1,13",
мракобісся,-2,-1,-2,-2,-2,-1,-2,-2,"-1,75",
мрець,-2,-2,-2,-2,-2,-2,-2,-2,"-2,00",
мрійник,1,1,2,1,,,,1,"1,20",
мрія,2,2,2,1,2,1,2,2,"1,75",
мріяти,1,2,2,2,1,2,1,2,"1,63",
мряка,-1,-1,-1,-1,,,,-1,"-1,00",
мстивий,-2,-2,-1,-2,-2,-1,-2,-2,"-1,75",
мудрець,2,1,2,1,,,,2,"1,60",
мудрий,2,1,1,2,2,1,2,2,"1,63",
мудрість,2,2,2,2,2,1,2,2,"1,88",
мудро,1,2,2,2,,,,2,"1,80",
мужній,2,2,1,2,,,,2,"1,80",
муза,1,1,1,2,,,,2,"1,40",
музей,0,1,1,1,1,1,1,2,"1,00",
музейний,0,1,1,1,,,,1,"0,80",
музика,2,1,2,2,2,2,1,2,"1,75",
музикант,1,2,2,2,1,1,2,1,"1,50",
музичний,0,1,1,2,0,0,0,2,"0,75",
музично-драматичний,0,1,0,1,,,,1,"0,60",
мука ,-2,0,-2,-2,,,,-2,"-1,60",
Мукачево,0,2,2,2,2,2,2,1,"1,63",власна вставка
мул,0,0,0,-1,0,-1,-1,-1,"-0,50",
Мулан,1,1,1,1,1,0,0,0,"0,63",
мультиварка,1,0,1,1,0,1,1,1,"0,75",
мультидисциплінарний,1,0,0,0,0,0,1,0,"0,25",
мультизадачний,1,1,0,1,1,0,1,1,"0,75",
мультик,2,0,1,1,2,1,2,2,"1,38",
мультимедійний,0,2,0,0,0,1,1,1,"0,63",
мультиплікатор,0,1,2,1,,,,1,"1,00",
мультфільм,1,1,1,2,1,1,1,2,"1,25",
муляж,-1,0,0,0,1,0,-1,-1,"-0,25",
мумія,-1,0,-2,-1,,,,-2,"-1,20",
мундир,0,0,0,-1,0,1,1,0,"0,13",
